시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어),최종작성일
해라CC,,레저/체육/공원,대형레저시설,골프장CC,부산광역시,강서구,지사동,,산 11 번지,과학산단로306번길,77 번,35.15526089,128.838156,46743,부산광역시 강서구 과학산단로306번길 77,부산광역시 강서구 지사동 산 11,051-973-7400,www.haeracc.co.kr/,정보없음,정보없음,정보없음,연중무휴,매일 06:00-23:00,Y,N,Y,Y,N,N,Y,N,Y,N,N,2022-11-25
해양생물캐릭터체험공간,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,북구,화명동,,2279 번지,학사로,128 번,35.23375269,129.008454,46527,부산광역시 북구 학사로 128,부산광역시 북구 화명동 2279,051-550-8888,www.busan.go.kr/sea/onfolkintro,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",오전 9시-오후 6시(오후 5시까지 입장),Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
해양스포츠교실,,레저/체육/공원,대형레저시설,요트장,부산광역시,영도구,동삼동,,1035-7 번지,감지길,85 번,35.06202377,129.077756,49126,부산광역시 영도구 감지길 85,부산광역시 영도구 동삼동 1035-7,051-405-4111,ypmarinesport1.79.ypage.kr/,정보없음,정보없음,정보없음,"매주 월요일, 화요일, 공휴일","09:30-11:00(90분) ,11:00-12:30(90분),13:30-15:00(90분),15:00-16:30(90분)",Y,N,Y,Y,N,N,N,N,Y,N,N,2022-11-25
해외유학어학연수박람회,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,02-783-8261,www.uhak2min.com/,정보없음,정보없음,정보없음,상시변동,행사에 따라 다름,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
해운대문화놀이센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,해운대구,반송동,,250-1636 번지,반송순환로,147 번,35.22379578,129.152883,48019,부산광역시 해운대구 반송순환로 147,부산광역시 해운대구 반송동 250-1636,051-544-6318,hudcultureplaycenter.modoo.at/?fbclid=IwAR3MdfjfVsmWR7JvY4i1PSe2weiunTTT-tRuu-CpGRyffp2-1-E9Mttfhpo,정보없음,www.facebook.com/haeundaecenter,www.instagram.com/haeundae_noricenter/,매주 월요일,11:00-21:00,Y,N,Y,Y,N,N,Y,N,Y,Y,N,2022-11-25
해운대문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,해운대구,재송동,,1192 번지,센텀중앙로,170 번,35.1820882,129.121414,48049,부산광역시 해운대구 센텀중앙로 170,부산광역시 해운대구 재송동 1192,0507-1339-3400,www.hudcc.or.kr/,정보없음,정보없음,정보없음,공휴일,주중 09:00-18:00,N,Y,N,Y,N,N,Y,Y,Y,N,Y,2022-11-25
해운대블루라인파크,송정정거장,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,해운대구,송정동,,299-2 번지,송정중앙로8번길,60 번,35.18093906,129.200335,48073,부산광역시 해운대구 송정중앙로8번길 60,부산광역시 해운대구 송정동 299-2,051-701-5548,www.bluelinepark.com/,blog.naver.com/bluelinepark,www.facebook.com/haeundaebluelinepark,www.instagram.com/bluelinepark/,정보없음,매일 09:30-19:00,N,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-25
해운대블루라인파크,미포정거장,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,해운대구,중동,,1019-2 번지,달맞이길62번길,13 번,35.1581584,129.172823,48098,부산광역시 해운대구 달맞이길62번길 13,부산광역시 해운대구 중동 1019-2,051-701-5548,www.bluelinepark.com/,blog.naver.com/bluelinepark,www.facebook.com/haeundaebluelinepark,www.instagram.com/bluelinepark/,정보없음,매일 09:30-19:00,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,2022-11-25
해운대블루라인파크,청사포정거장,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,해운대구,중동,,555-2 번지,청사포로,116 번,35.16122317,129.191366,48116,부산광역시 해운대구 청사포로 116,부산광역시 해운대구 중동 555-2,0507-1332-5548,www.bluelinepark.com/,blog.naver.com/bluelinepark,www.facebook.com/haeundaebluelinepark,www.instagram.com/bluelinepark/,정보없음,매일 09:30-19:00,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,2022-11-25
해운대블루라인파크,달맞이정거장,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,해운대구,중동,,555-2 번지,청사포로,116 번,35.16122317,129.191366,48116,부산광역시 해운대구 청사포로 116,부산광역시 해운대구 중동 555-2,051-701-5548,www.bluelinepark.com/,blog.naver.com/bluelinepark,www.facebook.com/haeundaebluelinepark,www.instagram.com/bluelinepark/,정보없음,매일 09:30-19:00,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,2022-11-25
해운대비치골프앤리조트,,레저/체육/공원,대형레저시설,골프장CC,부산광역시,기장군,기장읍,대변리,504-3 번지,대변로,74 번,35.22996952,129.221575,46079,부산광역시 기장군 기장읍 대변로 74,부산광역시 기장군 기장읍 대변리 504-3,051-726-0707,www.haeundaebeachcc.com/intro/intro.do,정보없음,정보없음,정보없음,연중무휴,예약제,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,2022-11-25
해운대수목원,,문화관광/명소,관광지,휴양림/수목원,부산광역시,해운대구,석대동,,77 번지,,,35.22751135,129.128321,48001,,부산광역시 해운대구 석대동 77,051-888-7131,정보없음,정보없음,정보없음,정보없음,매주 월요일,"매일 09:00-17:00, 30분 전 입장 마감",Y,N,N,Y,N,Y,Y,Y,Y,N,N,2022-11-25
해운대아틀리에칙칙폭폭,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,524-1 번지,해운대로,621 번,35.16415343,129.159063,48087,부산광역시 해운대구 해운대로 621,부산광역시 해운대구 우동 524-1,055-749-4832,정보없음,정보없음,정보없음,정보없음,매주 월요일,10:00-17:00,N,N,N,Y,N,N,N,N,Y,N,Y,2022-11-25
해운대해수욕장,,문화관광/명소,관광지,해수욕장,부산광역시,해운대구,우동,,620-3 번지,해운대해변로,264 번,35.15910698,129.160284,48100,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 우동 620-3,051-749-7601,https://tinyurl.com/bduuu5ut,정보없음,정보없음,정보없음,상시변동,09:00-18:00,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
해운대CC,,레저/체육/공원,대형레저시설,골프장CC,부산광역시,기장군,정관읍,병산리,산 2-1 번지,,,35.36615582,129.200953,,,부산광역시 기장군 정관읍 병산리 산 2-1,051-726-8000,www.haeundaecc.co.kr/,정보없음,정보없음,정보없음,연중무휴,오전 5시 30분-오후 7시 30분,Y,N,Y,Y,N,N,Y,N,N,N,N,2022-11-25
해인불교전시관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,남구,대연동,,1758-7 번지,수영로,185-8 번,35.13522332,129.08701,48445,부산광역시 남구 수영로 185-8,부산광역시 남구 대연동 1758-7,051-635-8878,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,N,N,N,N,N,N,N,N,2022-11-25
해저터널연결도로홍보전시관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,강서구,천성동,,488-6 번지,거가대로,2571 번,35.02301397,128.809589,46770,부산광역시 강서구 거가대로 2571,부산광역시 강서구 천성동 488-6,070-4050-6861,www.gklink.com,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",5-10월 9시-17시 / 11월-4월 10시-17시,Y,N,N,Y,N,Y,Y,Y,Y,N,N,2022-11-25
허둥극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,남구,대연동,,39-18 번지,수영로334번길,13 번,35.1378564,129.102712,48509,부산광역시 남구 수영로334번길 13,부산광역시 남구 대연동 39-18,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
현대모터스튜디오,부산,전시/공연,전시/기념관,기타전시/박물관,부산광역시,수영구,망미동,,475-1 번지,구락로123번길,20 번,35.17623464,129.115567,48212,부산광역시 수영구 구락로123번길 20,부산광역시 수영구 망미동 475-1,1899-6611,motorstudio.hyundai.com/busan/ln/main.do?strgCd=04,정보없음,정보없음,정보없음,"매월 첫째주 월요일, 신정, 설날, 추석 당일 및 익일",10:00-20:00,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,2022-11-25
호텔아쿠아팰리스워터파크,,레저/체육/공원,대형레저시설,워터파크,부산광역시,수영구,광안동,,192-5 번지,광안해변로,225 번,35.15412814,129.118816,48303,부산광역시 수영구 광안해변로 225,부산광역시 수영구 광안동 192-5,051-790-2300,www.aquapalace.co.kr/water/water_park.php,정보없음,정보없음,정보없음,연중무휴,10:00-19:00,Y,N,Y,N,N,Y,Y,N,N,N,N,2022-11-25
홍티아트센터,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,사하구,다대동,,1608 번지,다산로106번길,6 번,35.06214744,128.958708,49489,부산광역시 사하구 다산로106번길 6,부산광역시 사하구 다대동 1608,051-263-8661,linktr.ee/hongtiartcenter,정보없음,정보없음,정보없음,매주 일요일,월-토 10:00-18:00,Y,N,N,Y,N,N,Y,Y,Y,N,N,2022-11-25
홍티예술촌,,전시/공연,영화/연극/공연,대형예술센터,부산광역시,사하구,다대동,,1622 번지,홍티로,76 번,35.06128741,128.961112,49490,부산광역시 사하구 홍티로 76,부산광역시 사하구 다대동 1622,051-220-4919,정보없음,blog.naver.com/culturebug27,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",평일 10:00-18:00,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
화명구민운동장,,레저/체육/공원,대형체육시설,지역(마을/단지)운동장,부산광역시,북구,화명동,,1718-10 번지,,,35.24009858,129.006032,46500,,부산광역시 북구 화명동 1718-10,055-310-6083,정보없음,정보없음,정보없음,정보없음,연중무휴,상시개방,N,Y,N,Y,N,N,N,Y,N,N,N,2022-11-25
화명생태공원,,레저/체육/공원,공원,대형시민/도심공원,부산광역시,북구,덕천동,,763 번지,강변대로,1629 번,35.22236871,129.000677,46500,부산광역시 북구 강변대로 1629,부산광역시 북구 덕천동 763,051-364-4127,www.busan.go.kr/nakdong/hwamyungpark01,정보없음,정보없음,정보없음,연중무휴,06:00-21:00,Y,N,N,Y,N,Y,Y,N,Y,N,N,2022-11-25
화명수목원,,문화관광/명소,관광지,휴양림/수목원,부산광역시,북구,화명동,,69 번지,산성로,299 번,35.25101109,129.04266,46515,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,051-362-0261,www.busan.go.kr/green,정보없음,정보없음,정보없음,"매주 월요일, 공휴일","매일 09:00-17:00 11월-2월 ,매일 09:00-18:00 3월-10월",Y,N,N,Y,Y,Y,Y,Y,Y,N,N,2022-11-25
화지청소년문화회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,부산진구,양정동,,464-1 번지,동평로,335 번,35.17523505,129.061938,47118,부산광역시 부산진구 동평로 335,부산광역시 부산진구 양정동 464-1,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,Y,N,Y,N,N,N,N,N,N,N,2022-11-25
황령산레포츠공원,,레저/체육/공원,공원,대형시민/도심공원,부산광역시,부산진구,전포동,,산 36 번지,진남로328번길,99 번,35.15702922,129.075383,47312,부산광역시 부산진구 진남로328번길 99,부산광역시 부산진구 전포동 산 36,051-605-4128,localmap.co.kr,정보없음,정보없음,정보없음,매주 월요일,오전07:00-오후22:00 (주말:07:00-22:00),Y,N,N,Y,N,Y,Y,Y,Y,Y,N,2022-11-25
황포돛대,,문화관광/명소,관광지,N,부산광역시,사하구,하단동,,1195 번지,,,35.10956602,128.9491,,,부산광역시 사하구 하단동 1195,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,Y,N,N,N,N,Y,N,N,2022-11-25
BEXCO,,전시/공연,전시/기념관,컨벤션센터,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,051-740-7300,www.bexco.co.kr/,blog.naver.com/bexcoblog,www.facebook.com/bexcokr,http://instagram.com/bexco_busan_/,상시변동,"행사에 따라 다름, 행사 대관은 일반적으로 09:00-18:00",N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
BEXCO오디토리움,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,051-740-7300,www.bexco.co.kr/audi/Main.do,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
BEXCO제2전시장,,전시/공연,전시/기념관,컨벤션센터,부산광역시,해운대구,우동,,1413-4 번지,APEC로,30 번,35.16578256,129.135027,48060,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1413-4,051-740-4114,www.bexco.co.kr/,blog.naver.com/bexcoblog,www.facebook.com/bexcokr,http://instagram.com/bexco_busan_/,상시변동,"행사에 따라 다름, 행사 대관은 일반적으로 09:00-18:00",N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
BIFF,,문화관광/명소,관광지,유명관광지,부산광역시,중구,남포동,,83-2 번지,구덕로,44 번,35.09800896,129.032004,48953,부산광역시 중구 구덕로 지하 44,부산광역시 중구 남포동5가 83-2,051-600-4060,정보없음,정보없음,정보없음,정보없음,연중무휴,정보없음,N,N,N,Y,N,Y,N,N,Y,N,N,2022-11-25
BnBK파3골프클럽,,레저/체육/공원,대형레저시설,퍼블릭골프장,부산광역시,금정구,구서동,,1079-2 번지,,,35.25853304,129.096443,46243,,부산광역시 금정구 구서동 1079-2,051-580-0380,www.bnbkpar3.co.kr/,정보없음,정보없음,정보없음,연중무휴,정보없음,N,Y,Y,N,N,N,Y,N,N,N,N,2022-11-25
CAMPUSD고촌홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,금정구,금사동,,25-6 번지,금사로,130 번,35.2230558,129.114342,46329,부산광역시 금정구 금사로 130,부산광역시 금정구 금사동 25-6,051-520-9015,www.drb-campusd.com/,https://han.gl/wIRKL,정보없음,www.instagram.com/campusd_busan/?hl=ko,"매주 일요일, 공휴일",월-토 09:00-22:00,N,N,N,N,N,Y,N,Y,Y,N,N,2022-11-25
CGN아쿠아리움,,문화관광/명소,관광지,아쿠아리움/대형수족관,부산광역시,강서구,대저1동,,2763 번지,체육공원로52번길,21 번,35.20912022,128.975788,46703,부산광역시 강서구 체육공원로52번길 21,부산광역시 강서구 대저1동 2763,,정보없음,정보없음,정보없음,정보없음,정보없음,주말 12:00-18:00화요일 14:00-22:00 전화연락후 방문가능,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
GMC,,전시/공연,영화/연극/공연,N,부산광역시,수영구,망미동,,475-1 번지,구락로123번길,20 번,35.17623464,129.115567,48212,부산광역시 수영구 구락로123번길 20,부산광역시 수영구 망미동 475-1,051-760-1956,정보없음,정보없음,정보없음,http://instagram.com/gumnanse.music.center/,정보없음,09:00-21:00,Y,Y,Y,Y,N,Y,Y,N,N,N,N,2022-11-25
HELLOYACHT,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,0507-1428-0270,helloyacht.modoo.at,정보없음,정보없음,정보없음,연중무휴,매일 00:00-24:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
ICT로봇체험관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,051-974-9000,https://tinyurl.com/388hcndv,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",요일별 상이,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
KB아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,동구,범일동,,830-30 번지,자성로133번길,15 번,35.13824968,129.064058,48743,부산광역시 동구 자성로133번길 15,부산광역시 동구 범일동 830-30,051-661-8811,kbarthall.com/,정보없음,정보없음,www.instagram.com/kbarthall/,정보없음,정보없음,Y,Y,N,Y,N,Y,Y,N,N,Y,N,2022-11-25
KBS부산홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,수영구,남천동,,63 번지,수영로,429 번,35.14480577,129.107595,48316,부산광역시 수영구 수영로 429,부산광역시 수영구 남천동 63,051-620-7181,busan.kbs.co.kr/,정보없음,정보없음,정보없음,연중무휴,공연에 따라 유동적,Y,N,N,Y,N,Y,Y,Y,N,Y,N,2022-11-25
KNN방송교향악단 사무실,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,해운대구,우동,,1468 번지,센텀서로,30 번,35.17205916,129.128433,48058,부산광역시 해운대구 센텀서로 30,부산광역시 해운대구 우동 1468,051-850-9568,www.knnphil.com/,정보없음,www.facebook.com/Knnphil/,정보없음,정보없음,정보없음,Y,Y,Y,N,N,Y,Y,N,N,Y,N,2022-11-25
